ID,SCORE,RANK
135424216.0,0.20315018,11177.0
135472540.0,0.6197444,1466.0
135489586.0,0.3710625,6688.0
135715801.0,0.23470749,10339.0
135716419.0,0.2241747,10640.0
135804993.0,0.56086737,2439.0
135809353.0,0.2521762,9833.0
135857247.0,0.23609656,10296.0
135880126.0,0.6853071,680.0
136001455.0,0.47827604,4011.0
136125714.0,0.39771533,6001.0
136131628.0,0.56305945,2400.0
136140501.0,0.3085078,8226.0
136203249.0,0.5515594,2600.0
136209559.0,0.30306414,8392.0
136239723.0,0.73605555,317.0
136302854.0,0.3204821,7926.0
136332380.0,0.5738796,2226.0
136368372.0,0.6298072,1311.0
136616675.0,0.21983115,10763.0
136627740.0,0.5787367,2135.0
136679060.0,0.5449939,2716.0
136751982.0,0.30194408,8414.0
136766705.0,0.39517042,6082.0
136839416.0,0.5902818,1937.0
137019212.0,0.4128833,5630.0
137259676.0,0.43988135,4936.0
137326327.0,0.20502213,11122.0
137362579.0,0.4155187,5559.0
137371595.0,0.42502454,5272.0
137393389.0,0.42845902,5187.0
137396260.0,0.39568704,6056.0
137396651.0,0.44265324,4877.0
137452312.0,0.54045886,2797.0
137475129.0,0.34889615,7230.0
137649472.0,0.47184566,4167.0
137685047.0,0.4388892,4952.0
137687746.0,0.46328622,4368.0
137698299.0,0.38595492,6316.0
137751402.0,0.4701755,4208.0
137766849.0,0.5560697,2519.0
137814190.0,0.31961334,7957.0
137853102.0,0.5764667,2181.0
138124726.0,0.2989947,8485.0
138170527.0,0.1470808,12032.0
138321473.0,0.76219386,192.0
138330007.0,0.3432866,7371.0
138452040.0,0.3499243,7205.0
138456157.0,0.3668647,6786.0
138588251.0,0.3642996,6842.0
138695603.0,0.28412604,8927.0
138930767.0,0.24999297,9889.0
139010456.0,0.4218199,5369.0
139011979.0,0.4020568,5895.0
139026352.0,0.55468327,2537.0
139033936.0,0.30408114,8365.0
139044945.0,0.14915758,12013.0
139050875.0,0.54297876,2744.0
139247865.0,0.42795458,5195.0
139257733.0,0.42207164,5361.0
139272011.0,0.59484905,1847.0
139340596.0,0.28266215,8970.0
139351045.0,0.60423315,1676.0
139357660.0,0.32791752,7730.0
139406545.0,0.38222277,6405.0
139475081.0,0.7839828,112.0
139504307.0,0.41913867,5440.0
139589549.0,0.2276168,10557.0
139676955.0,0.47686312,4044.0
139782545.0,0.23228529,10417.0
139806190.0,0.80542487,57.0
139879859.0,0.28230056,8985.0
139911954.0,0.6370582,1212.0
139913292.0,0.3063518,8302.0
139930296.0,0.53849214,2835.0
139946234.0,0.5332096,2950.0
139958081.0,0.2441299,10068.0
140004594.0,0.61069643,1589.0
140019671.0,0.21826367,10802.0
140096962.0,0.3546073,7077.0
140228611.0,0.6425942,1125.0
140278530.0,0.30581257,8314.0
140324416.0,0.16858698,11822.0
140466781.0,0.4505773,4661.0
140592105.0,0.2989377,8488.0
140621418.0,0.23018141,10478.0
140707333.0,0.25798908,9666.0
140819786.0,0.2831739,8954.0
140965913.0,0.7935475,87.0
140979937.0,0.6309691,1291.0
141321004.0,0.2658663,9468.0
141359228.0,0.31533352,8072.0
141417993.0,0.77363724,142.0
141423619.0,0.20362738,11165.0
141594431.0,0.69612706,591.0
141639629.0,0.30725473,8267.0
141660767.0,0.55260557,2578.0
141692991.0,0.7785354,129.0
141694740.0,0.45028287,4668.0
141811718.0,0.41967708,5429.0
141881665.0,0.25028747,9884.0
141899970.0,0.105705954,12193.0
142134337.0,0.42818093,5192.0
142200764.0,0.63804215,1201.0
142210830.0,0.22881418,10520.0
142231373.0,0.2907739,8711.0
142401844.0,0.29256505,8661.0
142535862.0,0.4736352,4123.0
142544362.0,0.48705995,3829.0
142626824.0,0.5236897,3133.0
142678179.0,0.6991608,565.0
142841017.0,0.8012244,66.0
143068288.0,0.43099344,5127.0
143125234.0,0.20666288,11087.0
143386974.0,0.61519516,1528.0
143456080.0,0.402488,5886.0
143778331.0,0.24352723,10086.0
143867762.0,0.6120489,1568.0
144130021.0,0.3406194,7448.0
144162121.0,0.47034806,4206.0
144248283.0,0.36944133,6726.0
144281748.0,0.19718066,11325.0
144299948.0,0.30973586,8196.0
144323124.0,0.5304123,3009.0
144412214.0,0.31633174,8047.0
144611708.0,0.7271925,375.0
144612756.0,0.2230215,10666.0
144641509.0,0.4982532,3615.0
144663109.0,0.27868983,9092.0
144752939.0,0.36022866,6945.0
144910919.0,0.16671145,11845.0
145005621.0,0.23672797,10277.0
145075893.0,0.1999756,11263.0
145231764.0,0.63846123,1195.0
145270157.0,0.44928354,4697.0
145433304.0,0.24507521,10037.0
145460100.0,0.75832576,211.0
145620331.0,0.3246005,7816.0
145760466.0,0.8185654,29.0
145785660.0,0.3845357,6354.0
145952857.0,0.21023697,11000.0
145977219.0,0.4029009,5874.0
145989155.0,0.5767178,2177.0
145992696.0,0.14699829,12033.0
146017318.0,0.32184434,7886.0
146019173.0,0.55084485,2614.0
146037603.0,0.5958753,1830.0
146046422.0,0.46865407,4239.0
146228048.0,0.3528078,7118.0
146315537.0,0.2385395,10230.0
146488733.0,0.3206594,7923.0
146515043.0,0.21623102,10853.0
146589381.0,0.53997934,2808.0
146684443.0,0.5586331,2483.0
146826994.0,0.18639396,11541.0
146867198.0,0.6756375,768.0
146869696.0,0.47424856,4106.0
146872310.0,0.3848454,6348.0
147009666.0,0.21647377,10844.0
147099857.0,0.43126225,5119.0
147146829.0,0.329281,7693.0
147217096.0,0.47010398,4210.0
147244778.0,0.26953325,9364.0
147434427.0,0.4659923,4296.0
147434996.0,0.41126314,5665.0
147575308.0,0.32970986,7683.0
147651129.0,0.39050078,6200.0
147680594.0,0.63054395,1298.0
147694597.0,0.4693958,4221.0
147794907.0,0.28378686,8936.0
147810683.0,0.3838101,6372.0
147878125.0,0.2297041,10490.0
147911359.0,0.45301744,4607.0
147932865.0,0.43733567,4990.0
148093793.0,0.31792638,8014.0
148102726.0,0.34691393,7282.0
148262664.0,0.3118097,8141.0
148534747.0,0.2627422,9542.0
148684202.0,0.4535353,4591.0
148909199.0,0.3442508,7351.0
148968354.0,0.35703048,7017.0
149001395.0,0.47037503,4205.0
149202270.0,0.5146764,3304.0
149542043.0,0.6213486,1441.0
149612258.0,0.29757,8524.0
149642240.0,0.3326761,7618.0
149750106.0,0.30905068,8213.0
149891422.0,0.47368452,4120.0
150013282.0,0.32424968,7823.0
150026032.0,0.50886816,3419.0
150321620.0,0.45115092,4650.0
150371606.0,0.35356095,7103.0
150381467.0,0.22028051,10749.0
150388834.0,0.34151804,7427.0
150456776.0,0.55865663,2482.0
150494947.0,0.53867716,2831.0
150531769.0,0.47167778,4173.0
150614462.0,0.51455563,3309.0
150622920.0,0.25172454,9849.0
150773910.0,0.6153673,1527.0
150901772.0,0.15263641,11985.0
150931418.0,0.4238337,5305.0
150949614.0,0.33204794,7634.0
151031153.0,0.29266542,8657.0
151052558.0,0.26008335,9610.0
151098527.0,0.36605325,6801.0
151106543.0,0.2960745,8565.0
151350026.0,0.31572637,8065.0
151368763.0,0.23158196,10435.0
151380628.0,0.4595142,4451.0
151396317.0,0.23528224,10326.0
151427610.0,0.47276,4144.0
151459864.0,0.45853072,4475.0
151612793.0,0.51520234,3285.0
151695901.0,0.77707267,132.0
151705459.0,0.6131007,1556.0
151940868.0,0.68380845,694.0
151942956.0,0.18196459,11606.0
152071750.0,0.23660001,10282.0
152075070.0,0.18796764,11511.0
152119931.0,0.5200117,3206.0
152164471.0,0.5318925,2974.0
152280115.0,0.27766502,9120.0
152303666.0,0.4482684,4726.0
152416112.0,0.21579129,10870.0
152426134.0,0.44752342,4753.0
152532359.0,0.19134279,11437.0
152592875.0,0.46517527,4319.0
152629512.0,0.17293677,11757.0
152714292.0,0.27306813,9260.0
152749741.0,0.6418655,1141.0
152758822.0,0.2770251,9147.0
152790208.0,0.3194016,7959.0
152811863.0,0.30035728,8459.0
152851136.0,0.3429958,7380.0
152869833.0,0.32499593,7807.0
152892752.0,0.46805432,4252.0
152925361.0,0.22343618,10656.0
153045386.0,0.56863135,2311.0
153073094.0,0.4878364,3809.0
153236688.0,0.6019328,1725.0
153294456.0,0.29266545,8656.0
153460457.0,0.42064074,5397.0
153524316.0,0.56667775,2341.0
153588827.0,0.37225762,6657.0
153628078.0,0.5380395,2845.0
153649839.0,0.37610668,6558.0
153667299.0,0.42922536,5165.0
153796331.0,0.7419917,281.0
153951822.0,0.22832717,10537.0
153979297.0,0.42785043,5197.0
153995393.0,0.4145132,5595.0
153998475.0,0.59062225,1931.0
154002928.0,0.4918245,3740.0
154300622.0,0.653131,1003.0
154337882.0,0.4559393,4524.0
154356467.0,0.26802385,9407.0
154456714.0,0.5249186,3114.0
154468746.0,0.21092223,10986.0
154483835.0,0.21970616,10766.0
154507088.0,0.31141388,8153.0
154547144.0,0.3575404,7011.0
154557925.0,0.20226029,11202.0
154575838.0,0.6583275,938.0
154660889.0,0.48768765,3811.0
154668079.0,0.56468815,2377.0
154707583.0,0.41578558,5548.0
154793654.0,0.45275947,4616.0
154868461.0,0.38644478,6307.0
154889646.0,0.28525555,8894.0
154891010.0,0.3546227,7076.0
154896354.0,0.5892214,1954.0
154919220.0,0.15472113,11958.0
154955825.0,0.19410606,11391.0
155077628.0,0.2894656,8751.0
155080005.0,0.29494902,8592.0
155087853.0,0.3797593,6465.0
155281008.0,0.5861977,1999.0
155294842.0,0.28504124,8897.0
155372484.0,0.22229321,10689.0
155406023.0,0.25694272,9695.0
155696120.0,0.22716407,10570.0
155833120.0,0.29326862,8640.0
155883185.0,0.26633456,9453.0
155908081.0,0.6475049,1069.0
155914622.0,0.13635367,12091.0
155916114.0,0.23441514,10348.0
155939294.0,0.6393207,1174.0
155990503.0,0.47568405,4074.0
156093212.0,0.53414524,2933.0
156116280.0,0.62496746,1394.0
156228765.0,0.602393,1715.0
156243238.0,0.47140408,4179.0
156563436.0,0.5608715,2438.0
156658554.0,0.29438785,8609.0
156788348.0,0.22320026,10662.0
156889554.0,0.2564649,9712.0
156958100.0,0.79989487,69.0
156963628.0,0.37963364,6468.0
157009775.0,0.2572683,9686.0
157142265.0,0.5916664,1911.0
157193337.0,0.29119202,8700.0
157222536.0,0.478179,4015.0
157304125.0,0.29356983,8631.0
157418027.0,0.2336468,10372.0
157525393.0,0.4348864,5042.0
157542851.0,0.46522954,4317.0
157574552.0,0.5926044,1891.0
157764598.0,0.73434955,331.0
157818709.0,0.4503091,4667.0
157854920.0,0.27409533,9224.0
157855104.0,0.39577177,6052.0
157908526.0,0.20031703,11253.0
158034834.0,0.16516119,11857.0
158051504.0,0.16958635,11808.0
158083062.0,0.26314533,9532.0
158192186.0,0.49614668,3651.0
158209939.0,0.23025708,10476.0
158363727.0,0.20328808,11170.0
158371284.0,0.6007322,1752.0
158413153.0,0.74182427,282.0
158446141.0,0.47722656,4034.0
158453017.0,0.548158,2668.0
158453215.0,0.44795692,4740.0
158465626.0,0.4510452,4654.0
158568468.0,0.23089176,10460.0
158641890.0,0.45979124,4444.0
158725162.0,0.6347439,1246.0
158756263.0,0.1511191,12000.0
158764367.0,0.46259096,4385.0
158871349.0,0.6146546,1537.0
158893192.0,0.19250378,11422.0
158930273.0,0.74499303,270.0
158957103.0,0.1124419,12182.0
159011142.0,0.4335438,5069.0
159057529.0,0.5920179,1904.0
159087299.0,0.7564714,220.0
159153794.0,0.5646921,2376.0
159246037.0,0.3273576,7742.0
159337539.0,0.5844881,2033.0
159504395.0,0.50387776,3499.0
159513463.0,0.3008604,8442.0
159529955.0,0.25720397,9688.0
159622005.0,0.21334176,10928.0
159648011.0,0.44875434,4711.0
159755690.0,0.39011025,6206.0
159758861.0,0.42235997,5351.0
159907246.0,0.37807357,6509.0
159991422.0,0.34640923,7302.0
160150395.0,0.21641515,10848.0
160226498.0,0.5008655,3552.0
160395592.0,0.5383966,2836.0
160440309.0,0.6182604,1488.0
160469728.0,0.61007804,1602.0
160481184.0,0.15944894,11920.0
160539262.0,0.32559595,7792.0
160579210.0,0.17621467,11702.0
160624169.0,0.35310844,7115.0
160717666.0,0.66599363,861.0
160798565.0,0.474892,4091.0
